minutes_working_since_last_maintenance,maintenance,chlorine_level_ppm,electric_supply,provider,team
75,0,2.36891,17.73413,providerA,teamA
90,0,2.40413,17.25805,providerA,teamA
105,0,0.85217,5.42958,providerA,teamA
120,0,1.65855,16.24835,providerA,teamA
135,0,3.87202,7.63729,providerA,teamA
150,0,3.02479,18.95521,providerA,teamA
165,0,3.4488,10.21149,providerA,teamA
180,0,4.08918,18.50124,providerA,teamA
195,0,4.87244,17.8586,providerA,teamA
210,0,2.02819,14.16819,providerA,teamA
225,0,3.48688,12.74037,providerA,teamA
240,0,4.01518,10.03993,providerA,teamA
255,0,3.86227,19.45298,providerA,teamA
270,0,1.37041,7.44096,providerA,teamA
285,0,3.23608,18.41608,providerA,teamA
300,0,1.34077,17.67796,providerA,teamA
315,0,1.24513,13.12509,providerA,teamA
330,0,3.66083,8.48105,providerA,teamA
345,0,2.5476,10.7442,providerA,teamA
360,0,4.61774,14.47576,providerA,teamA
375,0,3.25987,10.48617,providerA,teamA
390,0,4.48814,15.78859,providerA,teamA
405,0,0.67078,19.34327,providerA,teamA
420,0,4.69067,5.90005,providerA,teamA
435,0,0.25731,13.49838,providerA,teamA
450,0,0.2158,14.04229,providerA,teamA
465,0,1.32576,14.70875,providerA,teamA
480,0,2.63131,4.2714,providerA,teamA
495,0,2.08587,4.36278,providerA,teamA
510,0,4.76577,17.58416,providerA,teamA
525,0,1.28261,13.91963,providerA,teamA
540,0,1.12719,7.11785,providerA,teamA
555,0,4.91039,4.42242,providerA,teamA
570,0,4.42824,17.13232,providerA,teamA
585,0,1.22258,11.05671,providerA,teamA
600,0,2.84931,8.20163,providerA,teamA
615,0,4.62197,14.57416,providerA,teamA
630,0,2.6867,8.20411,providerA,teamA
645,0,2.80665,16.62726,providerA,teamA
660,0,3.36689,13.73315,providerA,teamA
675,0,0.11593,13.90022,providerA,teamA
690,0,0.10298,13.39095,providerA,teamA
705,0,1.01987,16.84357,providerA,teamA
720,0,0.52504,8.75591,providerA,teamA
735,0,0.80888,18.16127,providerA,teamA
750,0,1.68379,12.57238,providerA,teamA
765,0,0.67525,11.92468,providerA,teamA
780,0,2.5485,5.16773,providerA,teamA
795,0,2.87316,7.62649,providerA,teamA
810,0,3.88734,17.63782,providerA,teamA
825,0,3.7421,4.81976,providerA,teamA
840,0,0.4722,7.21976,providerA,teamA
855,0,4.30251,9.76976,providerA,teamA
870,0,0.73385,12.46976,providerA,teamA
885,0,2.15906,15.31976,providerA,teamA
900,0,0.1158,18.31976,providerA,teamA
915,0,0.42541,21.46976,providerA,teamA
930,0,0.95407,24.76976,providerA,teamA
945,0,1.23471,28.21976,providerA,teamA
960,0,4.5269,31.81976,providerA,teamA
975,0,3.76167,35.56976,providerA,teamA
990,0,0.88786,39.46976,providerA,teamA
1005,0,3.38224,43.51976,providerA,teamA
1020,0,0.46509,47.71976,providerA,teamA
1035,0,1.11665,52.06976,providerA,teamA
1050,0,0.17421,56.56976,providerA,teamA
1065,0,2.01863,61.21976,providerA,teamA
1080,0,0.27436,66.01976,providerA,teamA
1095,0,1.72107,70.96976,providerA,teamA
1110,0,0.64551,76.06976,providerA,teamA
1125,0,2.04737,81.31976,providerA,teamA
1140,0,0.55968,86.71976,providerA,teamA
1155,0,4.57146,92.26976,providerA,teamA
1170,0,4.57701,97.96976,providerA,teamA
1185,0,4.12547,103.81976,providerA,teamA
1200,0,3.39201,109.81976,providerA,teamA
1215,0,0.73682,115.96976,providerA,teamA
1230,0,4.70677,122.26976,providerA,teamA
1245,0,4.76345,128.71976,providerA,teamA
1260,0,3.18808,135.31976,providerA,teamA
1275,0,4.76541,142.06976,providerA,teamA
1290,0,3.1592,148.96976,providerA,teamA
1305,0,3.32055,156.01976,providerA,teamA
1320,0,1.69399,163.21976,providerA,teamA
1335,0,4.54101,170.56976,providerA,teamA
1350,0,0.85498,178.06976,providerA,teamA
1365,0,3.0099,185.71976,providerA,teamA
1380,0,0.78664,193.51976,providerA,teamA
1395,0,3.29319,201.46976,providerA,teamA
1410,0,0.80323,209.56976,providerA,teamA
1425,0,2.51565,217.81976,providerA,teamA
0,0,0.44777,211.81976,providerA,teamA
15,0,3.09447,205.96976,providerA,teamA
30,0,1.40848,200.26976,providerA,teamA
45,0,1.8664,194.71976,providerA,teamA
60,0,1.32153,189.31976,providerA,teamA
75,0,0.5088,184.06976,providerA,teamA
90,0,4.23698,178.96976,providerA,teamA
105,0,1.28052,174.01976,providerA,teamA
120,1,3.01909,169.21976,providerA,teamA
15,0,3.88259,7.30546,providerA,teamA
30,0,2.71095,18.35907,providerA,teamA
45,0,2.40196,17.52644,providerA,teamA
60,0,4.49834,10.59684,providerA,teamA
75,0,4.81622,18.37684,providerA,teamA
90,0,4.05415,8.27219,providerA,teamA
105,0,4.5769,18.23546,providerA,teamA
120,0,4.70395,13.32082,providerA,teamA
135,0,0.82093,13.10118,providerA,teamA
150,0,4.78893,13.98389,providerA,teamA
165,0,2.22918,17.4051,providerA,teamA
180,0,3.79992,11.09835,providerA,teamA
195,0,3.22706,15.01579,providerA,teamA
210,0,4.70539,12.32544,providerA,teamA
225,0,4.46631,9.55909,providerA,teamA
240,0,4.34938,8.45195,providerA,teamA
255,0,4.12012,7.65281,providerA,teamA
270,0,3.61093,10.49302,providerA,teamA
285,0,4.25566,17.43996,providerA,teamA
300,0,4.79815,11.72707,providerA,teamA
315,0,4.99817,7.79975,providerA,teamA
330,0,4.31386,4.10092,providerA,teamA
345,0,4.50059,14.02872,providerA,teamA
360,0,4.11623,8.50607,providerA,teamA
375,0,2.61542,13.86979,providerA,teamA
390,0,2.36521,9.36561,providerA,teamA
405,0,0.55564,5.87095,providerA,teamA
420,0,1.19452,13.50594,providerA,teamA
435,0,3.81343,15.73194,providerA,teamA
450,0,2.64102,11.04542,providerA,teamA
465,0,1.46267,17.11956,providerA,teamA
480,0,2.39645,17.64112,providerA,teamA
495,0,3.91333,13.51083,providerA,teamA
510,0,0.90527,8.26303,providerA,teamA
525,0,4.86438,14.61429,providerA,teamA
540,0,0.786,7.76414,providerA,teamA
555,0,0.25839,14.23602,providerA,teamA
570,0,1.83415,9.63117,providerA,teamA
585,0,1.94365,15.23043,providerA,teamA
600,0,4.50519,5.81861,providerA,teamA
615,0,3.05214,5.96861,providerA,teamA
630,0,4.42079,6.26861,providerA,teamA
645,0,1.24348,6.71861,providerA,teamA
660,0,4.69575,7.31861,providerA,teamA
675,0,1.74786,8.06861,providerA,teamA
690,0,3.14744,8.96861,providerA,teamA
705,0,3.29567,10.01861,providerA,teamA
720,0,0.63183,11.21861,providerA,teamA
735,0,2.21258,12.56861,providerA,teamA
750,0,3.74165,14.06861,providerA,teamA
765,0,0.49752,15.71861,providerA,teamA
780,0,2.00207,17.51861,providerA,teamA
795,0,3.5029,19.46861,providerA,teamA
810,0,0.07307,21.56861,providerA,teamA
825,0,4.69681,23.81861,providerA,teamA
840,0,1.62517,26.21861,providerA,teamA
855,0,2.67219,28.76861,providerA,teamA
870,0,1.54824,31.46861,providerA,teamA
885,0,2.18146,34.31861,providerA,teamA
900,0,0.02689,37.31861,providerA,teamA
915,0,3.63775,40.46861,providerA,teamA
930,0,0.06922,43.76861,providerA,teamA
945,0,0.23727,47.21861,providerA,teamA
960,0,4.26932,50.81861,providerA,teamA
975,0,3.37258,54.56861,providerA,teamA
990,0,2.15928,58.46861,providerA,teamA
1005,0,2.10723,62.51861,providerA,teamA
1020,0,2.77835,66.71861,providerA,teamA
1035,0,4.06266,71.06861,providerA,teamA
1050,0,2.02875,75.56861,providerA,teamA
1065,0,1.36974,80.21861,providerA,teamA
1080,0,2.15744,85.01861,providerA,teamA
1095,0,1.3691,89.96861,providerA,teamA
1110,0,4.49913,95.06861,providerA,teamA
1125,0,4.93078,100.31861,providerA,teamA
1140,0,4.43083,105.71861,providerA,teamA
1155,0,1.25495,111.26861,providerA,teamA
1170,0,0.64433,116.96861,providerA,teamA
1185,0,0.09029,122.81861,providerA,teamA
1200,0,3.01688,128.81861,providerA,teamA
1215,0,1.81905,134.96861,providerA,teamA
1230,0,4.43282,141.26861,providerA,teamA
1245,0,3.58668,147.71861,providerA,teamA
1260,0,1.95369,154.31861,providerA,teamA
1275,0,0.93726,161.06861,providerA,teamA
1290,0,3.72562,167.96861,providerA,teamA
1305,0,1.49877,175.01861,providerA,teamA
1320,0,2.80861,182.21861,providerA,teamA
1335,0,1.3234,189.56861,providerA,teamA
1350,0,2.40387,197.06861,providerA,teamA
1365,0,4.2151,204.71861,providerA,teamA
1380,0,2.33692,212.51861,providerA,teamA
1395,0,1.52889,220.46861,providerA,teamA
1410,0,4.75679,228.56861,providerA,teamA
1425,0,1.18098,236.81861,providerA,teamA
0,0,2.37547,230.81861,providerA,teamA
15,0,3.88121,224.96861,providerA,teamA
30,0,4.22148,219.26861,providerA,teamA
45,0,4.8368,213.71861,providerA,teamA
60,0,1.59974,208.31861,providerA,teamA
75,0,4.01868,203.06861,providerA,teamA
90,0,2.53701,197.96861,providerA,teamA
105,0,2.91678,193.01861,providerA,teamA
120,1,3.62507,188.21861,providerA,teamA
15,0,3.9683,14.73532,providerA,teamA
30,0,3.1882,9.102,providerA,teamA
45,0,4.24704,18.59982,providerA,teamA
60,0,4.16325,14.64078,providerA,teamA
75,0,4.90799,13.3626,providerA,teamA
90,0,3.02756,12.36412,providerA,teamA
105,0,3.31719,8.7519,providerA,teamA
120,0,4.98167,5.46769,providerA,teamA
135,0,4.46661,18.12406,providerA,teamA
150,0,2.56894,15.84473,providerA,teamA
165,0,4.82002,18.75022,providerA,teamA
180,0,3.45392,14.68186,providerA,teamA
195,0,2.88798,9.51478,providerA,teamA
210,0,3.63084,16.47361,providerA,teamA
225,0,4.7565,10.27999,providerA,teamA
240,0,1.98345,7.5785,providerA,teamA
255,0,4.61519,12.01985,providerA,teamA
270,0,1.82745,13.72136,providerA,teamA
285,0,3.166,17.223,providerA,teamA
300,0,1.96448,16.8495,providerA,teamA
315,0,4.03792,11.91266,providerA,teamA
330,0,3.61048,19.85311,providerA,teamA
345,0,2.00855,18.42934,providerA,teamA
360,0,4.09609,13.529,providerA,teamA
375,0,0.98387,11.65826,providerA,teamA
390,0,3.09701,17.84482,providerA,teamA
405,0,4.14058,11.65792,providerA,teamA
420,0,1.86861,18.89298,providerA,teamA
435,0,4.94448,19.74696,providerA,teamA
450,0,0.01081,18.36392,providerA,teamA
465,0,1.99736,17.36044,providerA,teamA
480,0,2.37544,18.51699,providerA,teamA
495,0,3.04214,9.25361,providerA,teamA
510,0,3.46826,16.6801,providerA,teamA
525,0,1.34404,17.07956,providerA,teamA
540,0,2.16913,13.47163,providerA,teamA
555,0,1.03016,9.49949,providerA,teamA
570,0,1.07284,14.56559,providerA,teamA
585,0,4.82939,18.97167,providerA,teamA
600,0,2.69863,5.11564,providerA,teamA
615,0,4.20559,7.77464,providerA,teamA
630,0,2.95365,12.65019,providerA,teamA
645,0,3.66573,4.47914,providerA,teamA
660,0,2.56044,5.831,providerA,teamA
675,0,3.43701,8.59232,providerA,teamA
690,0,4.93901,11.66381,providerA,teamA
705,0,2.70862,19.2227,providerA,teamA
720,0,2.90644,7.90396,providerA,teamA
735,0,1.76109,10.1251,providerA,teamA
750,0,1.75915,8.83038,providerA,teamA
765,0,0.9532,9.58324,providerA,teamA
780,0,0.23196,11.13433,providerA,teamA
795,0,4.98121,7.68825,providerA,teamA
810,0,1.99096,8.67081,providerA,teamA
825,0,3.65491,11.04385,providerA,teamA
840,0,2.75184,13.41019,providerA,teamA
855,0,3.20156,13.06809,providerA,teamA
870,0,0.07514,16.83473,providerA,teamA
885,0,2.74012,19.68473,providerA,teamA
900,0,0.29854,22.68473,providerA,teamA
915,0,1.15319,25.83473,providerA,teamA
930,0,0.49509,29.13473,providerA,teamA
945,0,3.969,32.58473,providerA,teamA
960,0,1.92017,36.18473,providerA,teamA
975,0,2.45119,39.93473,providerA,teamA
990,0,1.85316,43.83473,providerA,teamA
1005,0,0.9794,47.88473,providerA,teamA
1020,0,4.98209,52.08473,providerA,teamA
1035,0,1.36731,56.43473,providerA,teamA
1050,0,3.94357,60.93473,providerA,teamA
1065,0,2.12678,65.58473,providerA,teamA
1080,0,0.26695,70.38473,providerA,teamA
1095,0,1.29999,75.33473,providerA,teamA
1110,0,1.03036,80.43473,providerA,teamA
1125,0,1.60279,85.68473,providerA,teamA
1140,0,1.62327,91.08473,providerA,teamA
1155,0,3.8099,96.63473,providerA,teamA
1170,0,4.93007,102.33473,providerA,teamA
1185,0,0.08214,108.18473,providerA,teamA
1200,0,3.75506,114.18473,providerA,teamA
1215,0,4.90409,120.33473,providerA,teamA
1230,0,1.11939,126.63473,providerA,teamA
1245,0,2.50644,133.08473,providerA,teamA
1260,0,1.10924,139.68473,providerA,teamA
1275,0,1.67367,146.43473,providerA,teamA
1290,0,1.39811,153.33473,providerA,teamA
1305,0,4.49754,160.38473,providerA,teamA
1320,0,2.24421,167.58473,providerA,teamA
1335,0,0.61515,174.93473,providerA,teamA
1350,0,0.73829,182.43473,providerA,teamA
1365,0,4.72365,190.08473,providerA,teamA
1380,0,1.98,197.88473,providerA,teamA
1395,0,3.03414,205.83473,providerA,teamA
1410,0,1.2042,213.93473,providerA,teamA
1425,0,2.03648,222.18473,providerA,teamA
0,0,2.17481,216.18473,providerA,teamA
15,0,2.47,210.33473,providerA,teamA
30,0,0.1987,204.63473,providerA,teamA
45,0,2.01763,199.08473,providerA,teamA
60,0,1.05391,193.68473,providerA,teamA
75,0,0.24441,188.43473,providerA,teamA
90,0,4.41141,183.33473,providerA,teamA
105,0,2.66626,178.38473,providerA,teamA
120,1,1.69898,173.58473,providerA,teamA
15,0,4.43486,10.14542,providerA,teamA
30,0,0.69644,19.03235,providerA,teamA
45,0,3.75605,17.70878,providerA,teamA
60,0,4.01089,12.09354,providerA,teamA
75,0,2.0613,15.91389,providerA,teamA
90,0,4.90889,13.79146,providerA,teamA
105,0,0.95754,13.50652,providerA,teamA
120,0,4.31728,12.27075,providerA,teamA
135,0,1.87209,19.54844,providerA,teamA
150,0,0.42887,12.1486,providerA,teamA
165,0,2.70133,15.66284,providerA,teamA
180,0,1.10487,11.01116,providerA,teamA
195,0,3.59784,11.77845,providerA,teamA
210,0,0.03098,4.1249,providerA,teamA
225,0,4.92073,15.30339,providerA,teamA
240,0,3.56549,19.15839,providerA,teamA
255,0,2.4306,11.90387,providerA,teamA
270,0,4.31911,9.03221,providerA,teamA
285,0,2.94609,6.32761,providerA,teamA
300,0,4.62535,14.10407,providerA,teamA
315,0,1.20559,14.677,providerA,teamA
330,0,4.23896,10.59609,providerA,teamA
345,0,3.66468,14.7222,providerA,teamA
360,0,1.91595,10.13717,providerA,teamA
375,0,4.55556,11.93804,providerA,teamA
390,0,4.84601,9.55634,providerA,teamA
405,0,4.80067,12.49887,providerA,teamA
420,0,3.42076,16.91765,providerA,teamA
435,0,1.37834,13.15908,providerA,teamA
450,0,4.14083,12.80944,providerA,teamA
465,0,3.42913,18.07221,providerA,teamA
480,0,4.12023,16.17564,providerA,teamA
495,0,1.51271,9.36856,providerA,teamA
510,0,0.13499,17.79338,providerA,teamA
525,0,1.87514,11.44421,providerA,teamA
540,0,0.9794,15.75512,providerA,teamA
555,0,1.72182,7.80111,providerA,teamA
570,0,3.96713,12.04338,providerA,teamA
585,0,4.11757,11.45744,providerA,teamA
600,0,2.77206,5.59274,providerA,teamA
615,0,2.40696,13.81404,providerA,teamA
630,0,3.86707,14.31661,providerA,teamA
645,0,1.23102,13.27966,providerA,teamA
660,0,2.98692,9.89779,providerA,teamA
675,0,0.60769,19.38879,providerA,teamA
690,0,3.64214,20.28879,providerA,teamA
705,0,0.75541,21.33879,providerA,teamA
720,0,3.4274,22.53879,providerA,teamA
735,0,3.78252,23.88879,providerA,teamA
750,0,1.71735,25.38879,providerA,teamA
765,0,0.24467,27.03879,providerA,teamA
780,0,2.17211,28.83879,providerA,teamA
795,0,4.9749,30.78879,providerA,teamA
810,0,1.43755,32.88879,providerA,teamA
825,0,0.25123,35.13879,providerA,teamA
840,0,2.2686,37.53879,providerA,teamA
855,0,1.99457,40.08879,providerA,teamA
870,0,1.2545,42.78879,providerA,teamA
885,0,3.58818,45.63879,providerA,teamA
900,0,3.2621,48.63879,providerA,teamA
915,0,4.52815,51.78879,providerA,teamA
930,0,2.95332,55.08879,providerA,teamA
945,0,0.90689,58.53879,providerA,teamA
960,0,1.72373,62.13879,providerA,teamA
975,0,1.03023,65.88879,providerA,teamA
990,0,1.81359,69.78879,providerA,teamA
1005,0,4.84796,73.83879,providerA,teamA
1020,0,2.8792,78.03879,providerA,teamA
1035,0,2.40837,82.38879,providerA,teamA
1050,0,3.01294,86.88879,providerA,teamA
1065,0,3.38948,91.53879,providerA,teamA
1080,0,0.97643,96.33879,providerA,teamA
1095,0,4.01991,101.28879,providerA,teamA
1110,0,3.50827,106.38879,providerA,teamA
1125,0,3.46954,111.63879,providerA,teamA
1140,0,4.68793,117.03879,providerA,teamA
1155,0,3.40533,122.58879,providerA,teamA
1170,0,3.28312,128.28879,providerA,teamA
1185,0,4.86889,134.13879,providerA,teamA
1200,0,1.33662,140.13879,providerA,teamA
1215,0,2.70181,146.28879,providerA,teamA
1230,0,2.26127,152.58879,providerA,teamA
1245,0,3.61309,159.03879,providerA,teamA
1260,0,2.33826,165.63879,providerA,teamA
1275,0,3.00634,172.38879,providerA,teamA
1290,0,2.14977,179.28879,providerA,teamA
1305,0,1.92593,186.33879,providerA,teamA
1320,0,0.24942,193.53879,providerA,teamA
1335,0,1.78871,200.88879,providerA,teamA
1350,0,4.74727,208.38879,providerA,teamA
1365,0,2.79588,216.03879,providerA,teamA
1380,0,1.06613,223.83879,providerA,teamA
1395,0,3.43721,231.78879,providerA,teamA
1410,0,1.25448,239.88879,providerA,teamA
1425,0,2.72439,248.13879,providerA,teamA
0,0,3.36907,242.13879,providerA,teamA
15,0,1.56355,236.28879,providerA,teamA
30,0,0.86115,230.58879,providerA,teamA
45,0,1.72767,225.03879,providerA,teamA
60,0,2.4707,219.63879,providerA,teamA
75,0,1.40547,214.38879,providerA,teamA
90,0,2.81974,209.28879,providerA,teamA
105,0,0.34732,204.33879,providerA,teamA
120,1,3.89846,199.53879,providerA,teamA
15,0,4.31894,17.75704,providerA,teamA
30,0,3.391,9.76456,providerA,teamA
45,0,3.21318,7.9137,providerA,teamA
60,0,4.07257,18.40721,providerA,teamA
75,0,3.66674,13.37475,providerA,teamA
90,0,4.99204,15.81645,providerA,teamA
105,0,2.21594,18.00047,providerA,teamA
120,0,2.66798,17.21245,providerA,teamA
135,0,4.45102,11.02342,providerA,teamA
150,0,4.5355,10.00801,providerA,teamA
165,0,4.79652,11.60082,providerA,teamA
180,0,2.17219,7.47714,providerA,teamA
195,0,2.50339,7.35461,providerA,teamA
210,0,1.81684,17.5382,providerA,teamA
225,0,4.15144,12.92982,providerA,teamA
240,0,0.63709,14.65809,providerA,teamA
255,0,1.74372,16.71194,providerA,teamA
270,0,1.13611,13.84532,providerA,teamA
285,0,3.0326,12.24767,providerA,teamA
300,0,3.23573,15.5908,providerA,teamA
315,0,4.08441,19.7518,providerA,teamA
330,0,3.19521,4.81771,providerA,teamA
345,0,2.33374,18.44829,providerA,teamA
360,0,1.7062,13.41108,providerA,teamA
375,0,0.97445,17.59399,providerA,teamA
390,0,3.06251,10.61068,providerA,teamA
405,0,0.79718,14.12246,providerA,teamA
420,0,2.57857,11.74012,providerA,teamA
435,0,0.3444,17.28551,providerA,teamA
450,0,4.24587,4.67886,providerA,teamA
465,0,1.72233,8.37247,providerA,teamA
480,0,0.76016,13.17073,providerA,teamA
495,0,2.79166,15.20284,providerA,teamA
510,0,2.60787,19.27618,providerA,teamA
525,0,1.08005,9.22584,providerA,teamA
540,0,2.80527,6.79203,providerA,teamA
555,0,2.37168,6.11361,providerA,teamA
570,0,1.79504,11.98771,providerA,teamA
585,0,4.93672,16.54348,providerA,teamA
600,0,4.83326,17.24068,providerA,teamA
615,0,4.37286,15.39286,providerA,teamA
630,0,3.92247,6.07737,providerA,teamA
645,0,1.2185,9.44342,providerA,teamA
660,0,0.92115,19.22184,providerA,teamA
675,0,1.86679,9.03927,providerA,teamA
690,0,1.89041,17.89389,providerA,teamA
705,0,2.95434,8.59105,providerA,teamA
720,0,4.14565,18.93831,providerA,teamA
735,0,2.70611,6.73344,providerA,teamA
750,0,2.72562,8.23344,providerA,teamA
765,0,3.67938,9.88344,providerA,teamA
780,0,2.65996,11.68344,providerA,teamA
795,0,1.33468,13.63344,providerA,teamA
810,0,3.34778,15.73344,providerA,teamA
825,0,4.56544,17.98344,providerA,teamA
840,0,4.79554,20.38344,providerA,teamA
855,0,1.55216,22.93344,providerA,teamA
870,0,0.84787,25.63344,providerA,teamA
885,0,4.07874,28.48344,providerA,teamA
900,0,4.26076,31.48344,providerA,teamA
915,0,1.95307,34.63344,providerA,teamA
930,0,1.62824,37.93344,providerA,teamA
945,0,3.48944,41.38344,providerA,teamA
960,0,2.40078,44.98344,providerA,teamA
975,0,2.45881,48.73344,providerA,teamA
990,0,3.92859,52.63344,providerA,teamA
1005,0,4.68224,56.68344,providerA,teamA
1020,0,0.41531,60.88344,providerA,teamA
1035,0,3.34364,65.23344,providerA,teamA
1050,0,3.10234,69.73344,providerA,teamA
1065,0,3.02839,74.38344,providerA,teamA
1080,0,3.08707,79.18344,providerA,teamA
1095,0,1.12819,84.13344,providerA,teamA
1110,0,3.04015,89.23344,providerA,teamA
1125,0,2.34095,94.48344,providerA,teamA
1140,0,0.35819,99.88344,providerA,teamA
1155,0,2.47282,105.43344,providerA,teamA
1170,0,0.35987,111.13344,providerA,teamA
1185,0,3.60172,116.98344,providerA,teamA
1200,0,1.56041,122.98344,providerA,teamA
1215,0,3.01588,129.13344,providerA,teamA
1230,0,0.54724,135.43344,providerA,teamA
1245,0,3.95035,141.88344,providerA,teamA
1260,0,3.48541,148.48344,providerA,teamA
1275,0,0.78194,155.23344,providerA,teamA
1290,0,2.79306,162.13344,providerA,teamA
1305,0,2.23553,169.18344,providerA,teamA
1320,0,1.34922,176.38344,providerA,teamA
1335,0,4.69118,183.73344,providerA,teamA
1350,0,2.75312,191.23344,providerA,teamA
1365,0,2.71829,198.88344,providerA,teamA
1380,0,0.54158,206.68344,providerA,teamA
1395,0,0.3283,214.63344,providerA,teamA
1410,0,3.74202,222.73344,providerA,teamA
1425,0,3.98481,230.98344,providerA,teamA
0,0,4.23468,224.98344,providerA,teamA
15,0,0.35044,219.13344,providerA,teamA
30,0,4.60696,213.43344,providerA,teamA
45,0,0.58392,207.88344,providerA,teamA
60,0,1.36945,202.48344,providerA,teamA
75,0,0.48157,197.23344,providerA,teamA
90,0,0.7872,192.13344,providerA,teamA
105,0,0.96819,187.18344,providerA,teamA
120,1,2.46984,182.38344,providerA,teamA
15,0,3.98774,18.8904,providerA,teamA
30,0,4.34595,19.75173,providerA,teamA
45,0,1.47619,15.96296,providerA,teamA
60,0,2.56356,11.8459,providerA,teamA
75,0,4.97662,9.15705,providerA,teamA
90,0,0.61418,15.44052,providerA,teamA
105,0,0.2444,8.01689,providerA,teamA
120,0,3.71204,13.1666,providerA,teamA
135,0,1.78407,17.30386,providerA,teamA
150,0,4.88345,13.12879,providerA,teamA
165,0,1.34864,9.423,providerA,teamA
180,0,4.60031,17.58954,providerA,teamA
195,0,4.99029,12.76969,providerA,teamA
210,0,3.94096,11.42513,providerA,teamA
225,0,3.93642,9.19496,providerA,teamA
240,0,2.64551,17.74629,providerA,teamA
255,0,3.6537,16.87707,providerA,teamA
270,0,4.1867,15.81939,providerA,teamA
285,0,1.02046,16.65738,providerA,teamA
300,0,3.45367,10.63377,providerA,teamA
315,0,3.51224,14.83877,providerA,teamA
330,0,1.65008,5.24404,providerA,teamA
345,0,2.65086,16.72946,providerA,teamA
360,0,2.25862,19.50252,providerA,teamA
375,0,0.75397,13.06188,providerA,teamA
390,0,2.05076,9.29487,providerA,teamA
405,0,0.69023,17.78416,providerA,teamA
420,0,3.0485,17.46926,providerA,teamA
435,0,2.98649,18.25691,providerA,teamA
450,0,2.11438,16.64465,providerA,teamA
465,0,4.23021,12.21449,providerA,teamA
480,0,3.01448,16.50232,providerA,teamA
495,0,4.59729,12.99137,providerA,teamA
510,0,4.09092,10.7675,providerA,teamA
525,0,3.58685,18.31874,providerA,teamA
540,0,4.63733,9.1048,providerA,teamA
555,0,3.22603,13.32765,providerA,teamA
570,0,0.99169,8.29289,providerA,teamA
585,0,3.65725,8.99058,providerA,teamA
600,0,3.78486,16.73377,providerA,teamA
615,0,4.24424,18.88209,providerA,teamA
630,0,3.65699,18.19608,providerA,teamA
645,0,0.96429,13.77394,providerA,teamA
660,0,0.37538,16.67888,providerA,teamA
675,0,4.84664,6.56801,providerA,teamA
690,0,0.90717,13.66084,providerA,teamA
705,0,1.17271,10.67609,providerA,teamA
720,0,4.29146,15.00261,providerA,teamA
735,0,1.67523,7.04018,providerA,teamA
750,0,3.35522,7.9629,providerA,teamA
765,0,3.18489,18.96992,providerA,teamA
780,0,3.71394,9.50428,providerA,teamA
795,0,4.74474,12.17208,providerA,teamA
810,0,2.92102,16.82852,providerA,teamA
825,0,3.63425,14.98937,providerA,teamA
840,0,2.68937,18.06182,providerA,teamA
855,0,0.05427,11.78303,providerA,teamA
870,0,1.75565,11.86434,providerA,teamA
885,0,0.73515,14.34511,providerA,teamA
900,0,3.1681,5.81377,providerA,teamA
915,0,1.34953,7.62688,providerA,teamA
930,0,1.40908,19.24738,providerA,teamA
945,0,1.56817,22.69738,providerA,teamA
960,0,0.78294,26.29738,providerA,teamA
975,0,1.70265,30.04738,providerA,teamA
990,0,1.40246,33.94738,providerA,teamA
1005,0,1.85189,37.99738,providerA,teamA
1020,0,3.73389,42.19738,providerA,teamA
1035,0,0.63716,46.54738,providerA,teamA
1050,0,2.64719,51.04738,providerA,teamA
1065,0,3.72499,55.69738,providerA,teamA
1080,0,1.97902,60.49738,providerA,teamA
1095,0,3.5309,65.44738,providerA,teamA
1110,0,1.35939,70.54738,providerA,teamA
1125,0,0.49843,75.79738,providerA,teamA
1140,0,1.66225,81.19738,providerA,teamA
1155,0,2.93151,86.74738,providerA,teamA
1170,0,3.03905,92.44738,providerA,teamA
1185,0,3.13761,98.29738,providerA,teamA
1200,0,3.92353,104.29738,providerA,teamA
1215,0,0.01678,110.44738,providerA,teamA
1230,0,4.51186,116.74738,providerA,teamA
1245,0,4.61091,123.19738,providerA,teamA
1260,0,1.31606,129.79738,providerA,teamA
1275,0,0.69102,136.54738,providerA,teamA
1290,0,1.78718,143.44738,providerA,teamA
1305,0,1.80952,150.49738,providerA,teamA
1320,0,3.4604,157.69738,providerA,teamA
1335,0,2.70312,165.04738,providerA,teamA
1350,0,3.72908,172.54738,providerA,teamA
1365,0,0.07727,180.19738,providerA,teamA
1380,0,2.78337,187.99738,providerA,teamA
1395,0,3.18806,195.94738,providerA,teamA
1410,0,4.03995,204.04738,providerA,teamA
1425,0,0.8446,212.29738,providerA,teamA
0,0,4.42274,206.29738,providerA,teamA
15,0,2.43533,200.44738,providerA,teamA
30,0,0.12596,194.74738,providerA,teamA
45,0,1.98058,189.19738,providerA,teamA
60,0,4.63662,183.79738,providerA,teamA
75,0,1.3797,178.54738,providerA,teamA
90,0,2.84984,173.44738,providerA,teamA
105,0,1.49494,168.49738,providerA,teamA
120,1,2.33176,163.69738,providerA,teamA
15,0,1.64048,14.5742,providerA,teamA
30,0,4.63778,5.35518,providerA,teamA
45,0,1.94063,17.40662,providerA,teamA
60,0,4.28168,13.60657,providerA,teamA
75,0,2.69201,13.1821,providerA,teamA
90,0,4.83148,4.68486,providerA,teamA
105,0,0.33722,8.36116,providerA,teamA
